"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Period"
2013,"April 2013","Exports","Italy",201,200,"џэт-рту"
2013,"April 2013","Exports","Lithuania",201,733049,"џэт-рту"
2013,"April 2013","Exports","Rep. of Moldova",201,74840,"џэт-рту"
2013,"April 2013","Exports","Paraguay",201,154001,"џэт-рту"
2013,"April 2013","Exports","Poland",201,223272,"џэт-рту"
2013,"April 2013","Imports","Russian Federation",201,23004,"џэт-рту"
2013,"April 2013","Re-imports","Russian Federation",201,23004,"џэт-рту"
2013,"April 2013","Exports","Ukraine",201,735830,"џэт-рту"
2013,"April 2013","Exports","Argentina",202,855781,"џэт-рту"
2013,"April 2013","Exports","Australia",202,2010261,"џэт-рту"
2013,"April 2013","Exports","Austria",202,40900,"џэт-рту"
2013,"April 2013","Exports","Brazil",202,25938994,"џэт-рту"
2013,"April 2013","Imports","EU-28",202,24734,"џэт-рту"
2013,"April 2013","Exports","EU-28",202,1276943,"џэт-рту"
2013,"April 2013","Imports","Belarus",202,32094,"џэт-рту"
2013,"April 2013","Exports","Belarus",202,4729657,"џэт-рту"
2013,"April 2013","Exports","Canada",202,49968,"џэт-рту"
2013,"April 2013","Exports","Germany",202,111502,"џэт-рту"
2013,"April 2013","Imports","Ireland",202,24734,"џэт-рту"
2013,"April 2013","Exports","Ireland",202,124370,"џэт-рту"
2013,"April 2013","Exports","Italy",202,222900,"џэт-рту"
2013,"April 2013","Exports","Latvia",202,612,"џэт-рту"
2013,"April 2013","Exports","Lithuania",202,39019,"џэт-рту"
2013,"April 2013","Exports","Rep. of Moldova",202,24350,"џэт-рту"
2013,"April 2013","Exports","Netherlands",202,56752,"џэт-рту"
2013,"April 2013","Exports","New Zealand",202,150152,"џэт-рту"
2013,"April 2013","Exports","Nicaragua",202,25804,"џэт-рту"
2013,"April 2013","Exports","Norway",202,51,"џэт-рту"
2013,"April 2013","Exports","Paraguay",202,14315100,"џэт-рту"
2013,"April 2013","Exports","Poland",202,434278,"џэт-рту"
2013,"April 2013","Imports","Russian Federation",202,3986,"џэт-рту"
2013,"April 2013","Re-imports","Russian Federation",202,3986,"џэт-рту"
2013,"April 2013","Exports","Spain",202,246698,"џэт-рту"
2013,"April 2013","Exports","Ukraine",202,343508,"џэт-рту"
2013,"April 2013","Exports","Austria",203,377000,"џэт-рту"
2013,"April 2013","Exports","Belgium",203,911945,"џэт-рту"
2013,"April 2013","Exports","Brazil",203,10209486,"џэт-рту"
2013,"April 2013","Imports","EU-28",203,19931,"џэт-рту"
2013,"April 2013","Exports","EU-28",203,37254747,"џэт-рту"
2013,"April 2013","Imports","Belarus",203,5499,"џэт-рту"
2013,"April 2013","Exports","Belarus",203,4976380,"џэт-рту"
2013,"April 2013","Exports","Canada",203,9624549,"џэт-рту"
2013,"April 2013","Exports","Chile",203,1340446,"џэт-рту"
2013,"April 2013","Exports","Denmark",203,8133200,"џэт-рту"
2013,"April 2013","Exports","Estonia",203,55500,"џэт-рту"
2013,"April 2013","Exports","Finland",203,359031,"џэт-рту"
2013,"April 2013","Exports","France",203,1339300,"џэт-рту"
2013,"April 2013","Exports","Germany",203,7757498,"џэт-рту"
2013,"April 2013","Imports","Hungary",203,509,"џэт-рту"
2013,"April 2013","Exports","Hungary",203,1044057,"џэт-рту"
2013,"April 2013","Exports","Ireland",203,2142025,"џэт-рту"
2013,"April 2013","Exports","Italy",203,76000,"џэт-рту"
2013,"April 2013","Imports","Lithuania",203,19422,"џэт-рту"
2013,"April 2013","Exports","Lithuania",203,982810,"џэт-рту"
2013,"April 2013","Exports","Netherlands",203,1633755,"џэт-рту"
2013,"April 2013","Exports","Norway",203,364,"џэт-рту"
2013,"April 2013","Exports","Paraguay",203,167974,"џэт-рту"
2013,"April 2013","Exports","Poland",203,2041044,"џэт-рту"
2013,"April 2013","Exports","Portugal",203,156524,"џэт-рту"
2013,"April 2013","Exports","Spain",203,10172102,"џэт-рту"
2013,"April 2013","Exports","Sweden",203,24000,"џэт-рту"
2013,"April 2013","Exports","Ukraine",203,83090,"џэт-рту"
2013,"April 2013","Exports","Australia",204,382525,"џэт-рту"
2013,"April 2013","Imports","EU-28",204,627,"џэт-рту"
2013,"April 2013","Exports","EU-28",204,1056,"џэт-рту"
2013,"April 2013","Imports","Belarus",204,1882,"џэт-рту"
2013,"April 2013","Imports","Hungary",204,627,"џэт-рту"
2013,"April 2013","Exports","Hungary",204,1056,"џэт-рту"
2013,"April 2013","Exports","Iceland",204,18611,"џэт-рту"
2013,"April 2013","Exports","Rep. of Moldova",204,77052,"џэт-рту"
2013,"April 2013","Exports","New Zealand",204,469790,"џэт-рту"
2013,"April 2013","Exports","Argentina",205,234493,"џэт-рту"
2013,"April 2013","Exports","Australia",205,80043,"џэт-рту"
2013,"April 2013","Exports","Mexico",205,63100,"џэт-рту"
2013,"April 2013","Exports","Rep. of Moldova",205,38292,"џэт-рту"
2013,"April 2013","Exports","Argentina",206,2194005,"џэт-рту"
2013,"April 2013","Exports","Australia",206,1178893,"џэт-рту"
2013,"April 2013","Exports","Austria",206,546100,"џэт-рту"
2013,"April 2013","Exports","Belgium",206,166086,"џэт-рту"
2013,"April 2013","Exports","Brazil",206,27000,"џэт-рту"
2013,"April 2013","Exports","EU-28",206,9897077,"џэт-рту"
2013,"April 2013","Imports","Belarus",206,72348,"џэт-рту"
2013,"April 2013","Exports","Belarus",206,433183,"џэт-рту"
2013,"April 2013","Exports","Canada",206,168223,"џэт-рту"
2013,"April 2013","Exports","Chile",206,118790,"џэт-рту"
2013,"April 2013","Exports","Denmark",206,1299600,"џэт-рту"
2013,"April 2013","Exports","Estonia",206,95700,"џэт-рту"
2013,"April 2013","Exports","Finland",206,109640,"џэт-рту"
2013,"April 2013","Exports","France",206,864500,"џэт-рту"
2013,"April 2013","Exports","Germany",206,1603241,"џэт-рту"
2013,"April 2013","Imports","China, Hong Kong SAR",206,46510,"џэт-рту"
2013,"April 2013","Exports","Hungary",206,306585,"џэт-рту"
2013,"April 2013","Exports","Ireland",206,561346,"џэт-рту"
2013,"April 2013","Exports","Italy",206,482200,"џэт-рту"
2013,"April 2013","Exports","Latvia",206,46,"џэт-рту"
2013,"April 2013","Exports","Lithuania",206,355636,"џэт-рту"
2013,"April 2013","Exports","Mexico",206,20000,"џэт-рту"
2013,"April 2013","Exports","Netherlands",206,618043,"џэт-рту"
2013,"April 2013","Exports","New Zealand",206,541911,"џэт-рту"
2013,"April 2013","Exports","Paraguay",206,1338441,"џэт-рту"
2013,"April 2013","Exports","Poland",206,530626,"џэт-рту"
2013,"April 2013","Exports","Spain",206,2173153,"џэт-рту"
2013,"April 2013","Exports","Sweden",206,198000,"џэт-рту"
2013,"April 2013","Exports","Ukraine",206,25,"џэт-рту"
2013,"May 2013","Exports","Argentina",201,1567,"џэт-рту"
2013,"May 2013","Exports","Australia",201,420241,"џэт-рту"
2013,"May 2013","Exports","Austria",201,96800,"џэт-рту"
2013,"May 2013","Exports","Brazil",201,970739,"џэт-рту"
2013,"May 2013","Exports","EU-28",201,1179812,"џэт-рту"
2013,"May 2013","Exports","Belarus",201,8183800,"џэт-рту"
2013,"May 2013","Exports","Denmark",201,131600,"џэт-рту"
2013,"May 2013","Exports","Italy",201,6400,"џэт-рту"
2013,"May 2013","Exports","Lithuania",201,694934,"џэт-рту"
2013,"May 2013","Exports","Rep. of Moldova",201,94596,"џэт-рту"
2013,"May 2013","Imports","Paraguay",201,24001,"џэт-рту"
2013,"May 2013","Exports","Paraguay",201,71998,"џэт-рту"
2013,"May 2013","Exports","Poland",201,250097,"џэт-рту"
2013,"May 2013","Imports","Russian Federation",201,83542,"џэт-рту"
2013,"May 2013","Re-imports","Russian Federation",201,83542,"џэт-рту"
2013,"May 2013","Exports","Ukraine",201,689414,"џэт-рту"
2013,"May 2013","Exports","Argentina",202,1314178,"џэт-рту"
2013,"May 2013","Exports","Australia",202,2183652,"џэт-рту"
2013,"May 2013","Exports","Austria",202,20400,"џэт-рту"
2013,"May 2013","Exports","Brazil",202,29243562,"џэт-рту"
2013,"May 2013","Exports","EU-28",202,1651931,"џэт-рту"
2013,"May 2013","Imports","Belarus",202,3376,"џэт-рту"
2013,"May 2013","Exports","Belarus",202,4429259,"џэт-рту"
2013,"May 2013","Exports","Canada",202,24644,"џэт-рту"
2013,"May 2013","Exports","Denmark",202,73300,"џэт-рту"
2013,"May 2013","Exports","Germany",202,20253,"џэт-рту"
2013,"May 2013","Exports","Ireland",202,262771,"џэт-рту"
2013,"May 2013","Exports","Italy",202,309700,"џэт-рту"
2013,"May 2013","Exports","Lithuania",202,108036,"џэт-рту"
2013,"May 2013","Exports","Netherlands",202,104,"џэт-рту"
2013,"May 2013","Exports","New Zealand",202,45989,"џэт-рту"
2013,"May 2013","Exports","Nicaragua",202,25474,"џэт-рту"
2013,"May 2013","Exports","Norway",202,27,"џэт-рту"
2013,"May 2013","Exports","Paraguay",202,11303600,"џэт-рту"
2013,"May 2013","Exports","Poland",202,790757,"џэт-рту"
2013,"May 2013","Exports","Spain",202,66600,"џэт-рту"
2013,"May 2013","Exports","Ukraine",202,434283,"џэт-рту"
2013,"May 2013","Exports","Austria",203,1064600,"џэт-рту"
2013,"May 2013","Exports","Belgium",203,1337025,"џэт-рту"
2013,"May 2013","Exports","Brazil",203,14030471,"џэт-рту"
2013,"May 2013","Exports","EU-28",203,28174164,"џэт-рту"
2013,"May 2013","Imports","Belarus",203,14092,"џэт-рту"
2013,"May 2013","Exports","Belarus",203,7392148,"џэт-рту"
2013,"May 2013","Exports","Canada",203,1646910,"џэт-рту"
2013,"May 2013","Exports","Chile",203,1343847,"џэт-рту"
2013,"May 2013","Exports","Denmark",203,5616500,"џэт-рту"
2013,"May 2013","Exports","Estonia",203,126100,"џэт-рту"
2013,"May 2013","Exports","Finland",203,382096,"џэт-рту"
2013,"May 2013","Exports","France",203,2580500,"џэт-рту"
2013,"May 2013","Exports","Germany",203,7876896,"џэт-рту"
2013,"May 2013","Exports","Hungary",203,1101536,"џэт-рту"
2013,"May 2013","Exports","Ireland",203,2540445,"џэт-рту"
2013,"May 2013","Exports","Italy",203,75000,"џэт-рту"
2013,"May 2013","Exports","Lithuania",203,704864,"џэт-рту"
2013,"May 2013","Exports","Netherlands",203,1526997,"џэт-рту"
2013,"May 2013","Exports","Norway",203,91,"џэт-рту"
2013,"May 2013","Exports","Paraguay",203,139997,"џэт-рту"
2013,"May 2013","Exports","Poland",203,2783168,"џэт-рту"
2013,"May 2013","Exports","Portugal",203,383794,"џэт-рту"
2013,"May 2013","Exports","Spain",203,49458,"џэт-рту"
2013,"May 2013","Exports","Ukraine",203,519,"џэт-рту"
2013,"May 2013","Exports","Australia",204,330171,"џэт-рту"
2013,"May 2013","Exports","EU-28",204,378,"џэт-рту"
2013,"May 2013","Imports","Belarus",204,3607,"џэт-рту"
2013,"May 2013","Exports","Hungary",204,378,"џэт-рту"
2013,"May 2013","Exports","Iceland",204,5640,"џэт-рту"
2013,"May 2013","Exports","Rep. of Moldova",204,10804,"џэт-рту"
2013,"May 2013","Exports","New Zealand",204,503855,"џэт-рту"
2013,"May 2013","Exports","Ukraine",204,11,"џэт-рту"
2013,"May 2013","Exports","Argentina",205,843850,"џэт-рту"
2013,"May 2013","Exports","Australia",205,73380,"џэт-рту"
2013,"May 2013","Exports","Iceland",205,210,"џэт-рту"
2013,"May 2013","Exports","Mexico",205,20000,"џэт-рту"
2013,"May 2013","Exports","Rep. of Moldova",205,21261,"џэт-рту"
2013,"May 2013","Exports","New Zealand",205,36976,"џэт-рту"
2013,"May 2013","Exports","Argentina",206,2610871,"џэт-рту"
2013,"May 2013","Exports","Australia",206,785691,"џэт-рту"
2013,"May 2013","Imports","Austria",206,8500,"џэт-рту"
2013,"May 2013","Exports","Austria",206,655700,"џэт-рту"
2013,"May 2013","Exports","Belgium",206,486384,"џэт-рту"
2013,"May 2013","Exports","Brazil",206,54000,"џэт-рту"
2013,"May 2013","Imports","EU-28",206,8513,"џэт-рту"
2013,"May 2013","Exports","EU-28",206,8752381,"џэт-рту"
2013,"May 2013","Imports","Belarus",206,36317,"џэт-рту"
2013,"May 2013","Exports","Belarus",206,529151,"џэт-рту"
2013,"May 2013","Exports","Canada",206,37073,"џэт-рту"
2013,"May 2013","Exports","Chile",206,144005,"џэт-рту"
2013,"May 2013","Exports","Denmark",206,1477900,"џэт-рту"
2013,"May 2013","Exports","Finland",206,167023,"џэт-рту"
2013,"May 2013","Exports","France",206,864100,"џэт-рту"
2013,"May 2013","Exports","Germany",206,1764333,"џэт-рту"
2013,"May 2013","Imports","China, Hong Kong SAR",206,74982,"џэт-рту"
2013,"May 2013","Exports","Hungary",206,267869,"џэт-рту"
2013,"May 2013","Exports","Ireland",206,564849,"џэт-рту"
2013,"May 2013","Exports","Italy",206,562700,"џэт-рту"
2013,"May 2013","Exports","Lithuania",206,467925,"џэт-рту"
2013,"May 2013","Exports","Mexico",206,20000,"џэт-рту"
2013,"May 2013","Exports","Netherlands",206,763735,"џэт-рту"
2013,"May 2013","Exports","New Zealand",206,402972,"џэт-рту"
2013,"May 2013","Exports","Nicaragua",206,49194,"џэт-рту"
2013,"May 2013","Imports","Paraguay",206,25000,"џэт-рту"
2013,"May 2013","Exports","Paraguay",206,694878,"џэт-рту"
2013,"May 2013","Exports","Poland",206,532575,"џэт-рту"
2013,"May 2013","Exports","Portugal",206,25600,"џэт-рту"
2013,"May 2013","Imports","Russian Federation",206,8993,"џэт-рту"
2013,"May 2013","Re-imports","Russian Federation",206,8993,"џэт-рту"
2013,"May 2013","Exports","Sweden",206,110000,"џэт-рту"
2013,"May 2013","Exports","Ukraine",206,10,"џэт-рту"
2013,"June 2013","Exports","Australia",201,327054,"џэт-рту"
2013,"June 2013","Exports","Austria",201,57700,"џэт-рту"
2013,"June 2013","Exports","Brazil",201,859057,"џэт-рту"
2013,"June 2013","Exports","EU-28",201,1105025,"џэт-рту"
2013,"June 2013","Exports","Belarus",201,7982786,"џэт-рту"
2013,"June 2013","Exports","Canada",201,2747,"џэт-рту"
2013,"June 2013","Exports","Denmark",201,116000,"џэт-рту"
2013,"June 2013","Exports","France",201,900,"џэт-рту"
2013,"June 2013","Exports","Ireland",201,500,"џэт-рту"
2013,"June 2013","Exports","Italy",201,400,"џэт-рту"
2013,"June 2013","Exports","Lithuania",201,655262,"џэт-рту"
2013,"June 2013","Exports","Rep. of Moldova",201,115845,"џэт-рту"
2013,"June 2013","Exports","Paraguay",201,25000,"џэт-рту"
2013,"June 2013","Exports","Poland",201,274241,"џэт-рту"
2013,"June 2013","Exports","Ukraine",201,798570,"џэт-рту"
2013,"June 2013","Exports","Argentina",202,1327750,"џэт-рту"
2013,"June 2013","Exports","Australia",202,1955843,"џэт-рту"
2013,"June 2013","Imports","Armenia",202,4,"џэт-рту"
2013,"June 2013","Exports","Brazil",202,21504664,"џэт-рту"
2013,"June 2013","Exports","EU-28",202,756615,"џэт-рту"
2013,"June 2013","Imports","Belarus",202,10339,"џэт-рту"
2013,"June 2013","Exports","Belarus",202,4389362,"џэт-рту"
2013,"June 2013","Exports","Denmark",202,73400,"џэт-рту"
2013,"June 2013","Exports","France",202,100,"џэт-рту"
2013,"June 2013","Exports","Germany",202,79529,"џэт-рту"
2013,"June 2013","Exports","Ireland",202,46200,"џэт-рту"
2013,"June 2013","Exports","Italy",202,150700,"џэт-рту"
2013,"June 2013","Exports","Lithuania",202,78350,"џэт-рту"
2013,"June 2013","Exports","Rep. of Moldova",202,15907,"џэт-рту"
2013,"June 2013","Exports","Netherlands",202,4510,"џэт-рту"
2013,"June 2013","Exports","New Zealand",202,82574,"џэт-рту"
2013,"June 2013","Exports","Nicaragua",202,25968,"џэт-рту"
2013,"June 2013","Exports","Norway",202,35,"џэт-рту"
2013,"June 2013","Imports","Paraguay",202,27573,"џэт-рту"
2013,"June 2013","Exports","Paraguay",202,10152600,"џэт-рту"
2013,"June 2013","Exports","Poland",202,278994,"џэт-рту"
2013,"June 2013","Exports","Spain",202,44800,"џэт-рту"
2013,"June 2013","Exports","Ukraine",202,553910,"џэт-рту"
2013,"June 2013","Exports","Austria",203,844500,"џэт-рту"
2013,"June 2013","Exports","Belgium",203,1033569,"џэт-рту"
2013,"June 2013","Exports","Brazil",203,12730256,"џэт-рту"
2013,"June 2013","Imports","EU-28",203,25003,"џэт-рту"
2013,"June 2013","Exports","EU-28",203,27121468,"џэт-рту"
2013,"June 2013","Imports","Belarus",203,40621,"џэт-рту"
2013,"June 2013","Exports","Belarus",203,5444590,"џэт-рту"
2013,"June 2013","Exports","Canada",203,2489897,"џэт-рту"
2013,"June 2013","Exports","Chile",203,769306,"џэт-рту"
2013,"June 2013","Exports","Croatia",203,19869,"џэт-рту"
2013,"June 2013","Exports","Denmark",203,6904100,"џэт-рту"
2013,"June 2013","Exports","Estonia",203,134600,"џэт-рту"
2013,"June 2013","Exports","Finland",203,411444,"џэт-рту"
2013,"June 2013","Imports","France",203,25000,"џэт-рту"
2013,"June 2013","Exports","France",203,1109100,"џэт-рту"
2013,"June 2013","Exports","Germany",203,7812613,"џэт-рту"
2013,"June 2013","Exports","Hungary",203,887690,"џэт-рту"
2013,"June 2013","Exports","Ireland",203,1423850,"џэт-рту"
2013,"June 2013","Exports","Italy",203,95300,"џэт-рту"
2013,"June 2013","Exports","Lithuania",203,710854,"џэт-рту"
2013,"June 2013","Exports","Netherlands",203,2113653,"џэт-рту"
2013,"June 2013","Exports","Norway",203,269,"џэт-рту"
2013,"June 2013","Exports","Paraguay",203,111998,"џэт-рту"
2013,"June 2013","Exports","Poland",203,3091325,"џэт-рту"
2013,"June 2013","Exports","Portugal",203,311222,"џэт-рту"
2013,"June 2013","Exports","Spain",203,173618,"џэт-рту"
2013,"June 2013","Exports","Sweden",203,19000,"џэт-рту"
2013,"June 2013","Exports","Ukraine",203,39049,"џэт-рту"
2013,"June 2013","Exports","Australia",204,275644,"џэт-рту"
2013,"June 2013","Imports","Belarus",204,3617,"џэт-рту"
2013,"June 2013","Exports","Rep. of Moldova",204,50211,"џэт-рту"
2013,"June 2013","Exports","New Zealand",204,194187,"џэт-рту"
2013,"June 2013","Exports","Norway",204,21,"џэт-рту"
2013,"June 2013","Exports","Argentina",205,775938,"џэт-рту"
2013,"June 2013","Exports","Australia",205,148868,"џэт-рту"
2013,"June 2013","Exports","Rep. of Moldova",205,10368,"џэт-рту"
2013,"June 2013","Exports","New Zealand",205,38056,"џэт-рту"
2013,"June 2013","Exports","Argentina",206,2360157,"џэт-рту"
2013,"June 2013","Exports","Australia",206,1203350,"џэт-рту"
2013,"June 2013","Exports","Austria",206,917600,"џэт-рту"
2013,"June 2013","Exports","Belgium",206,524529,"џэт-рту"
2013,"June 2013","Exports","Brazil",206,27000,"џэт-рту"
2013,"June 2013","Exports","EU-28",206,8494789,"џэт-рту"
2013,"June 2013","Imports","Belarus",206,73993,"џэт-рту"
2013,"June 2013","Exports","Belarus",206,735393,"џэт-рту"
2013,"June 2013","Exports","Canada",206,48348,"џэт-рту"
2013,"June 2013","Exports","Chile",206,288056,"џэт-рту"
2013,"June 2013","Exports","Denmark",206,1601300,"џэт-рту"
2013,"June 2013","Exports","Estonia",206,10000,"џэт-рту"
2013,"June 2013","Exports","Finland",206,121951,"џэт-рту"
2013,"June 2013","Exports","France",206,706300,"џэт-рту"
2013,"June 2013","Exports","Germany",206,1295635,"џэт-рту"
2013,"June 2013","Imports","China, Hong Kong SAR",206,74543,"џэт-рту"
2013,"June 2013","Exports","Hungary",206,178774,"џэт-рту"
2013,"June 2013","Exports","Ireland",206,304857,"џэт-рту"
2013,"June 2013","Exports","Italy",206,621600,"џэт-рту"
2013,"June 2013","Exports","Latvia",206,255,"џэт-рту"
2013,"June 2013","Exports","Lithuania",206,549877,"џэт-рту"
2013,"June 2013","Exports","Netherlands",206,976070,"џэт-рту"
2013,"June 2013","Exports","New Zealand",206,392510,"џэт-рту"
2013,"June 2013","Exports","Paraguay",206,486997,"џэт-рту"
2013,"June 2013","Exports","Poland",206,397958,"џэт-рту"
2013,"June 2013","Exports","Sweden",206,242000,"џэт-рту"
2014,"January 2014","Exports","Argentina",201,4621,"џэт-рту"
2014,"January 2014","Exports","Australia",201,83458,"џэт-рту"
2014,"January 2014","Exports","Austria",201,12500,"џэт-рту"
2014,"January 2014","Exports","Brazil",201,398401,"џэт-рту"
2014,"January 2014","Exports","EU-28",201,991704,"џэт-рту"
2014,"January 2014","Imports","Belarus",201,5274,"џэт-рту"
2014,"January 2014","Exports","Belarus",201,9736436,"џэт-рту"
2014,"January 2014","Exports","Denmark",201,91223,"џэт-рту"
2014,"January 2014","Exports","France",201,73,"џэт-рту"
2014,"January 2014","Exports","Italy",201,180,"џэт-рту"
2014,"January 2014","Imports","Kazakhstan",201,928,"џэт-рту"
2014,"January 2014","Exports","Kazakhstan",201,56040,"џэт-рту"
2014,"January 2014","Exports","Lithuania",201,705498,"џэт-рту"
2014,"January 2014","Exports","Rep. of Moldova",201,69781,"џэт-рту"
2014,"January 2014","Exports","Netherlands",201,9371,"џэт-рту"
2014,"January 2014","Exports","New Zealand",201,1460,"џэт-рту"
2014,"January 2014","Exports","Paraguay",201,28000,"џэт-рту"
2014,"January 2014","Exports","Poland",201,172905,"џэт-рту"
2014,"January 2014","Exports","Ukraine",201,495200,"џэт-рту"
2014,"January 2014","Exports","Uruguay",201,114480,"џэт-рту"
2014,"January 2014","Exports","Argentina",202,147728,"џэт-рту"
2014,"January 2014","Exports","Australia",202,249874,"џэт-рту"
2014,"January 2014","Exports","Brazil",202,22780264,"џэт-рту"
2014,"January 2014","Exports","EU-28",202,400037,"џэт-рту"
2014,"January 2014","Imports","Belarus",202,4859,"џэт-рту"
2014,"January 2014","Exports","Belarus",202,2110570,"џэт-рту"
2014,"January 2014","Exports","France",202,27000,"џэт-рту"
2014,"January 2014","Exports","Germany",202,125812,"џэт-рту"
2014,"January 2014","Exports","Hungary",202,13280,"џэт-рту"
2014,"January 2014","Exports","Ireland",202,25760,"џэт-рту"
2014,"January 2014","Exports","Italy",202,35521,"џэт-рту"
2014,"January 2014","Imports","Kazakhstan",202,115960,"џэт-рту"
2014,"January 2014","Exports","Lithuania",202,40983,"џэт-рту"
2014,"January 2014","Exports","Rep. of Moldova",202,11636,"џэт-рту"
2014,"January 2014","Exports","Netherlands",202,3271,"џэт-рту"
2014,"January 2014","Exports","New Zealand",202,38047,"џэт-рту"
2014,"January 2014","Exports","Paraguay",202,5006290,"џэт-рту"
2014,"January 2014","Exports","Poland",202,128410,"џэт-рту"
2014,"January 2014","Exports","Ukraine",202,382696,"џэт-рту"
2014,"January 2014","Exports","Uruguay",202,238831,"џэт-рту"
2014,"January 2014","Exports","Austria",203,379700,"џэт-рту"
2014,"January 2014","Exports","Belgium",203,655400,"џэт-рту"
2014,"January 2014","Exports","Brazil",203,11456291,"џэт-рту"
2014,"January 2014","Exports","EU-28",203,16095704,"џэт-рту"
2014,"January 2014","Imports","Belarus",203,6474,"џэт-рту"
2014,"January 2014","Exports","Belarus",203,1396861,"џэт-рту"
2014,"January 2014","Exports","Canada",203,10464984,"џэт-рту"
2014,"January 2014","Exports","Chile",203,576285,"џэт-рту"
2014,"January 2014","Exports","Denmark",203,3732707,"џэт-рту"
2014,"January 2014","Exports","Estonia",203,71223400,"џэт-рту"
2014,"January 2014","Exports","Finland",203,343091,"џэт-рту"
2014,"January 2014","Exports","France",203,1568069,"џэт-рту"
2014,"January 2014","Exports","Germany",203,3501069,"џэт-рту"
2014,"January 2014","Exports","Hungary",203,772496,"џэт-рту"
2014,"January 2014","Exports","Ireland",203,1149415,"џэт-рту"
2014,"January 2014","Exports","Italy",203,134220,"џэт-рту"
2014,"January 2014","Imports","Kazakhstan",203,22223,"џэт-рту"
2014,"January 2014","Exports","Lithuania",203,103162,"џэт-рту"
2014,"January 2014","Exports","Rep. of Moldova",203,10,"џэт-рту"
2014,"January 2014","Exports","Netherlands",203,1207376,"џэт-рту"
2014,"January 2014","Exports","Paraguay",203,55994,"џэт-рту"
2014,"January 2014","Exports","Poland",203,1819638,"џэт-рту"
2014,"January 2014","Exports","Portugal",203,175688,"џэт-рту"
2014,"January 2014","Exports","Spain",203,73000,"џэт-рту"
2014,"January 2014","Exports","Sweden",203,158000,"џэт-рту"
2014,"January 2014","Exports","Ukraine",203,159987,"џэт-рту"
2014,"January 2014","Exports","Australia",204,213798,"џэт-рту"
2014,"January 2014","Exports","EU-28",204,624,"џэт-рту"
2014,"January 2014","Imports","Belarus",204,2050,"џэт-рту"
2014,"January 2014","Exports","Hungary",204,624,"џэт-рту"
2014,"January 2014","Exports","Iceland",204,20752,"џэт-рту"
2014,"January 2014","Imports","Kazakhstan",204,52,"џэт-рту"
2014,"January 2014","Exports","Rep. of Moldova",204,7192,"џэт-рту"
2014,"January 2014","Exports","New Zealand",204,227920,"џэт-рту"
2014,"January 2014","Exports","Uruguay",204,95994,"џэт-рту"
2014,"January 2014","Exports","Argentina",205,802681,"џэт-рту"
2014,"January 2014","Exports","Australia",205,64543,"џэт-рту"
2014,"January 2014","Exports","Brazil",205,26174,"џэт-рту"
2014,"January 2014","Exports","Iceland",205,48860,"џэт-рту"
2014,"January 2014","Imports","Kazakhstan",205,4141,"џэт-рту"
2014,"January 2014","Exports","Rep. of Moldova",205,14540,"џэт-рту"
2014,"January 2014","Exports","Uruguay",205,267094,"џэт-рту"
2014,"January 2014","Exports","Argentina",206,3782270,"џэт-рту"
2014,"January 2014","Exports","Australia",206,366370,"џэт-рту"
2014,"January 2014","Exports","Austria",206,548700,"џэт-рту"
2014,"January 2014","Exports","Belgium",206,288600,"џэт-рту"
2014,"January 2014","Exports","Brazil",206,36982,"џэт-рту"
2014,"January 2014","Imports","EU-28",206,19596,"џэт-рту"
2014,"January 2014","Exports","EU-28",206,8377617,"џэт-рту"
2014,"January 2014","Imports","Belarus",206,52021,"џэт-рту"
2014,"January 2014","Exports","Belarus",206,222048,"џэт-рту"
2014,"January 2014","Exports","Canada",206,258615,"џэт-рту"
2014,"January 2014","Exports","Chile",206,24653,"џэт-рту"
2014,"January 2014","Exports","Croatia",206,25038,"џэт-рту"
2014,"January 2014","Exports","Denmark",206,1257198,"џэт-рту"
2014,"January 2014","Exports","Finland",206,290334,"џэт-рту"
2014,"January 2014","Exports","France",206,801961,"џэт-рту"
2014,"January 2014","Exports","Germany",206,1080716,"џэт-рту"
2014,"January 2014","Imports","China, Hong Kong SAR",206,410760,"џэт-рту"
2014,"January 2014","Exports","Hungary",206,175647,"џэт-рту"
2014,"January 2014","Exports","Ireland",206,965821,"џэт-рту"
2014,"January 2014","Exports","Italy",206,737290,"џэт-рту"
2014,"January 2014","Imports","Kazakhstan",206,14604,"џэт-рту"
2014,"January 2014","Exports","Kazakhstan",206,3474,"џэт-рту"
2014,"January 2014","Imports","Lithuania",206,19596,"џэт-рту"
2014,"January 2014","Exports","Lithuania",206,425057,"џэт-рту"
2014,"January 2014","Exports","Netherlands",206,1084217,"џэт-рту"
2014,"January 2014","Exports","New Zealand",206,545650,"џэт-рту"
2014,"January 2014","Exports","Paraguay",206,698239,"џэт-рту"
2014,"January 2014","Exports","Poland",206,343939,"џэт-рту"
2014,"January 2014","Exports","Spain",206,39300,"џэт-рту"
2014,"January 2014","Exports","Sweden",206,174000,"џэт-рту"
2014,"January 2014","Exports","Ukraine",206,7,"џэт-рту"
2014,"January 2014","Exports","Uruguay",206,316595,"џэт-рту"
2014,"February 2014","Exports","Argentina",201,6957,"џэт-рту"
2014,"February 2014","Exports","Australia",201,200595,"џэт-рту"
2014,"February 2014","Exports","Austria",201,22800,"џэт-рту"
2014,"February 2014","Exports","Brazil",201,805690,"џэт-рту"
